token_id,count,is_dominant
931,948,False
7932,946,False
6582,946,False
691,946,False
5843,946,False
3545,942,False
7494,941,False
2577,940,False
4333,940,False
1088,939,False
4979,939,False
5118,938,False
7219,937,False
6757,935,False
1859,934,False
1975,933,False
4630,933,True
735,933,False
6346,932,False
354,931,False
4791,931,False
6318,930,False
4170,929,False
1210,929,False
5609,929,False
7829,929,False
5412,929,False
2102,927,False
1355,927,False
1764,923,False
2954,922,True
5973,920,False
6021,920,False
1239,919,False
3120,919,False
6691,918,False
835,918,False
5557,918,False
6289,917,False
3404,915,False
2641,915,False
6131,915,False
6373,915,False
5421,913,False
5788,912,False
6721,911,False
4497,911,False
2840,909,False
5410,909,False
1038,909,False
7155,909,False
4950,908,False
880,908,False
4998,908,False
1922,907,False
4378,907,False
7465,907,False
5025,907,False
4196,907,False
2356,905,False
22,905,False
4439,903,False
4577,903,False
3640,902,False
6141,902,False
499,901,False
2335,900,False
1034,899,False
1094,899,False
3220,899,False
1057,898,False
1966,897,False
7732,897,False
3734,897,False
4821,895,False
3727,895,False
6032,894,False
1445,894,False
2040,893,False
1916,893,False
6197,892,False
5120,889,False
2937,888,False
2437,888,False
4674,887,False
3198,885,False
5202,885,False
1991,885,False
1322,885,False
795,885,False
2716,884,False
4468,884,False
7269,881,False
5253,878,False
5636,877,False
7781,877,False
4548,875,False
11,873,False
1204,872,False
78,871,False
6409,871,False
3475,870,False
7434,870,False
7018,869,False
3478,866,False
1705,864,False
7555,864,False
5185,862,False
972,862,False
458,862,False
1901,861,False
2113,861,False
3429,861,False
6616,859,False
487,858,False
1785,857,False
1098,857,False
5520,857,False
893,856,False
4193,855,False
2383,855,False
3514,854,False
3348,853,False
5141,853,False
2541,853,False
6377,851,False
3182,851,False
8162,851,False
2852,851,False
4046,851,False
5186,850,False
2105,850,False
4434,849,False
743,848,False
4293,848,False
2624,848,True
1133,848,False
5526,848,False
7140,846,False
566,846,False
7627,844,False
6475,844,False
1179,842,False
4755,842,False
2361,840,False
4386,840,False
4522,839,False
1791,839,False
6530,838,False
5904,838,False
1640,838,False
1551,838,False
5072,837,True
2510,837,False
304,836,False
650,835,False
434,833,False
2665,832,False
5487,831,True
2334,831,False
5352,831,False
2375,829,False
4476,828,False
3550,828,False
7014,827,False
745,827,False
1584,827,False
6970,826,False
6780,824,False
7708,822,False
1560,822,False
8091,821,False
6641,820,False
3036,819,False
5018,819,False
3804,817,False
3128,816,False
3508,816,False
7163,816,False
4762,815,False
960,814,False
6376,814,False
6570,813,False
954,813,False
2774,812,False
3832,811,False
1078,811,False
6104,811,False
6936,809,False
2084,807,False
3838,805,False
2099,804,False
2562,803,False
7370,800,False
8027,799,False
7768,799,False
4667,798,False
2613,798,False
1019,797,False
6236,797,False
4498,797,False
2787,796,False
6285,794,False
1307,794,False
2684,791,False
4573,790,False
4466,790,False
6249,788,False
200,787,False
510,787,False
634,787,False
217,786,False
2144,784,False
2349,783,False
4585,781,False
3055,781,False
5995,781,False
2658,781,False
2281,780,False
2110,780,False
5599,780,False
5369,779,False
4849,779,False
812,779,False
992,778,False
6003,778,False
384,778,False
4184,777,False
1418,777,False
126,776,False
6485,776,False
933,776,False
7845,775,False
6512,774,False
6799,773,False
3388,772,False
2550,771,False
3092,771,False
375,770,False
1303,770,False
1461,769,False
7659,769,False
4756,769,False
651,767,False
3065,767,False
4478,767,False
784,767,False
7390,766,False
6578,765,False
4424,765,False
6917,764,False
2963,764,False
2259,763,False
2754,763,False
7628,762,False
6242,762,False
1609,761,False
5129,759,False
3789,759,False
1339,755,False
706,754,False
3412,754,False
3629,753,False
1925,752,False
5979,752,False
1301,751,False
7557,750,False
5688,750,False
626,750,False
8136,749,False
1605,749,False
6088,749,False
2843,745,False
1482,743,False
464,742,False
5992,742,False
3417,741,False
6705,740,False
2342,735,False
3472,734,False
856,734,False
1212,734,False
2340,731,False
1548,731,False
569,731,True
1544,730,False
10,730,False
6716,729,False
5765,728,False
498,728,False
1471,728,False
5299,728,False
5678,728,False
4402,728,False
4517,727,False
6152,726,False
976,724,False
1591,723,False
7299,723,False
3181,723,False
7412,722,False
2573,721,False
5583,721,False
3447,720,False
4254,720,False
6302,720,False
7621,719,False
4015,719,False
1287,719,False
2405,718,False
1277,717,False
1802,717,False
4541,716,False
4337,715,False
7081,715,False
6257,715,False
2745,714,False
873,714,False
6157,714,False
5468,714,True
6615,711,False
2927,710,False
5367,710,False
4898,710,False
6293,708,False
5572,707,False
5432,705,False
690,705,False
6344,705,False
4908,705,False
6584,704,False
3802,704,False
7503,704,False
6231,703,False
172,702,False
2932,699,False
2070,699,False
4101,699,False
6369,699,False
7276,698,False
7329,697,True
281,696,False
7969,696,False
5689,693,False
367,693,False
2053,693,False
4709,692,False
7281,690,True
